,store,sido,gungu,store_address
788,인계점,경기도,수원시팔달구,"경기도 수원시팔달구 권광로 317번 12, 상가동 지하1층6,7호"
789,인덕원점,경기도,안양시동안구,"경기도 안양시동안구 흥안대로517번 49, 1층(관양동)"
790,인동점,경상북도,구미시,경상북도 구미시 인동중앙로 3길 38-4
791,인동점(대전),대전광역시,동구,대전광역시 동구 충무로 229
792,인월점,전라북도,남원시,전라북도 남원시 인월면 인월장터로 9-1
793,인제점,강원도,인제군,강원도 인제군  인제읍 비봉로 3
794,인제현리점,강원도,인제군,강원도 인제군  기린면 기린로 19
795,인창점,경기도,구리시,경기도 구리시 건원대로99번길 54
796,인천남부점,인천광역시,남동구,"인천광역시 남동구 성리로35번길 20-1(구월동, 1층)"
797,인천남촌점,인천광역시,남동구,인천광역시 남동구 남촌동로 52-1
798,인천지사, ,,
799,일도점,제주특별자치도,제주시,제주특별자치도 제주시 천수로 25-1
800,일동점,경기도,포천시,경기도 포천시 일동면 화동로 1073
801,일신점,인천광역시,부평구,인천광역시 부평구 일신로 11
802,일원동점,서울특별시,강남구,"서울특별시 강남구 일원로3길 69, 1층 102호 (일원동)"
803,임계점,강원도,정선군,강원도 정선군  임계면 송계5길 5
804,임광점,경기도,수원시영통구,경기도 수원시영통구 권선로 792 (매탄동)
805,임천점,충청남도,부여군,충청남도 부여군 임천면 성흥로 94-1
806,입암동점,강원도,강릉시,강원도 강릉시 성덕포남로 89-10
807,자양1점,서울특별시,광진구,"서울특별시 광진구 자양로13다길 47(자양동, 1층)"
808,자양3점,서울특별시,광진구,서울특별시 광진구 뚝섬로 693
809,자양점,대전광역시,동구,대전광역시 동구 동대전로 228
810,자유점,강원도,원주시,강원도 원주시 자유시장길 7
811,작전1점,인천광역시,계양구,"인천광역시 계양구 주부토로 468(작전동, 상가동1층6호)"
812,잠실새마을점,서울특별시,송파구,"서울특별시 송파구 백제고분로7길 39, 1층 106호(잠실동,고려빌딩)"
813,장계점,전라북도,장수군,전라북도 장수군 장계면 한들로 81
814,장기1점,경기도,김포시,"경기도 김포시 초당로61번길 21, 103호"
815,장기월드점,경기도,김포시,"경기도 김포시 전원로 32, 116호(장기동, 월드상가)"
816,장락고암점,충청북도,제천시,충청북도 제천시 신죽하로 83-24(장락동)
817,장량점,경상북도,포항시북구,경상북도 포항시북구 장량로87번길 6-15
818,장림점,부산광역시,사하구,부산광역시 사하구 장림시장4길 63
819,장미점,서울특별시,송파구,서울특별시 송파구 올림픽로35길 104
820,장성점,강원도,태백시,강원도 태백시 장성시장1길 3(장성동)
821,장수점,경상북도,영주시,경상북도 영주시 장수면 장수로 48
822,장암주공점,경기도,의정부시,경기도 의정부시 회룡로 223 (장암주공5단지아파트)
823,장양리점,강원도,원주시,강원도 원주시 소초면 장막1길 7
824,장위동점,서울특별시,성북구,서울특별시 성북구 장월로 90
825,장유점,경상남도,김해시,경상남도 김해시 장유로312 
826,장평점,경상남도,거제시,경상남도 거제시 장평3로4길 24
