,store,sido,gungu,store_address
81,공덕동점,서울특별시,마포구,서울특별시 마포구 효창목4길 25
82,공덕역점,서울특별시,마포구,"서울특별시 마포구 마포대로11길 75 102 (공덕동, 공덕현대아파트상가)"
83,공도점,경기도,안성시,경기도 안성시 공도읍 고무다리길 10-1
84,공릉철길공원점,서울특별시,노원구,서울특별시 노원구 동일로184길 69. 1층(공릉동)
85,공성점,경상북도,상주시,경상북도 상주시 공성면 옥산리 290-8
86,공주산성동점,충청남도,공주시,충청남도 공주시 산성찬호길 1(산성동)
87,공주중동점,충청남도,공주시,충청남도 공주시 웅진로 140(중동)
88,과학단지점,충청북도,청주시청원구,충청북도 청주시청원구 오창읍 오창중앙로 94
89,관산점,경기도,고양시덕양구,경기도 고양시덕양구 통일로802번길 71
90,관양1점,경기도,안양시동안구,경기도 안양시동안구 관평로327번길 25 101호
91,관음점,대구광역시,북구,대구광역시 북구 칠곡중앙대로95 48-1
92,관저1점,대전광역시,서구,대전광역시 서구 관저동 981 원앙쇼핑109호
93,광교점,경기도,수원시영통구,"경기도 수원시영통구 대학1로8번길 59, 1층103호(이의동)"
94,광나루점,서울특별시,광진구,"서울특별시 광진구 아차산로78길 165, 1층 102호(광장동)"
95,광릉내점,경기도,남양주시,경기도 남양주시 진접읍 광릉내로 83
96,광명1점,경기도,광명시,경기도 광명시 오리로 937
97,광명2점,경기도,광명시,경기도 광명시 광화로 16
98,광명역점,경기도,광명시,"경기도 광명시 신기로17번길 6, 1층102호(일직동,케이스퀘어)"
99,광산점,광주광역시,광산구,광주광역시 광산구 송정로1번길 86
100,광안점,부산광역시,수영구,부산광역시 수영구 무학로33번길 55
101,광양점,전라남도,광양시,전라남도 광양시 광양읍 인서중앙길 43
102,광장동점,서울특별시,광진구,서울특별시 광진구 구의로16길 23
103,광주점,경기도,광주시,경기도 광주시 문화로 6(역동)
104,광주지사, ,,
105,광천점,충청남도,홍성군,충청남도 홍성군 광천읍 광천로 312
106,광탄점,경기도,파주시,경기도 파주시 광탄면 혜음로 1127-1
107,광혜원점,충청북도,진천군,충청북도 진천군 광혜원면 화랑5길 8
108,괴산점,충청북도,괴산군,"충청북도 괴산군 괴산읍 읍내로11번길, 8-5"
109,괴안1점,경기도,부천시소사구,"경기도 부천시소사구 부광로8번길 39,104(괴안동)"
110,괴정1점,대전광역시,서구,대전광역시 서구 갈마로 170
111,교대역점,서울특별시,서초구,서울특별시 서초구 서초대로60길 25 1층
112,교하신도시점,경기도,파주시,경기도 파주시 숲속노을로 300 상가동 1층 104호
113,구곡현대점,강원도,원주시,강원도 원주시 남원로 492-14(단구동1576-3)
114,구래점,경기도,김포시,경기도 김포시 김포한강4로42 88
115,구례점,전라남도,구례군,전라남도 구례군 구례읍 중앙로 35
116,구로2동점,서울특별시,구로구,서울특별시 구로구 구로동로23길 7
117,구리남점,경기도,구리시,"경기도 구리시 안골로20번길 28(교문동, 1층)"
118,구미송정점,경상북도,구미시,경상북도 구미시 신시로14길 14
119,구반월점,경기도,안산시상록구,경기도 안산시상록구 남산평1길 3
120,구성마북점,경기도,용인시기흥구,경기도 용인시기흥구 연원로 5(마북동)
121,구암점,전라북도,군산시,전라북도 군산시 서당길 9 102호
122,구운점,경기도,수원시권선구,"경기도 수원시권선구 구운로32, 1층(구운동)"
123,구월1동점,인천광역시,남동구,인천광역시 남동구 용천로17번길 15
124,구의동점,서울특별시,광진구,서울특별시 광진구 자양로 322 (구의동)
125,군남점,경기도,연천군,경기도 연천군 군남면 군남로 115
126,군위점,경상북도,군위군,경상북도 군위군 군위읍 서부리 57-1
127,군자11점,경기도,안산시단원구,경기도 안산시단원구 선부광장남로 109 가동상가 110호
128,군포당동점,경기도,군포시,"경기도 군포시 군포로510번길 25(당동, 당동누리에뜰해밀제1층118호)"
129,궁동점(대전),대전광역시,유성구,대전광역시 유성구 궁동로 18번길 94
130,권선점,경기도,수원시권선구,경기도 수원시권선구 세권로181번길 13(권선동)
131,궐동대우점,경기도,오산시,경기도 오산시 청학로 173번길 18(수청동)
132,근화점,전라남도,목포시,전라남도 목포시 산정로 268-3
133,금곡점,경기도,남양주시,경기도 남양주시 사릉로 14
134,금곡점(수원),경기도,수원시권선구,경기도 수원시권선구 금곡로140번길 95-27 1층 101호
135,금산2점,충청남도,금산군,충청남도 금산군 금산읍 건삼전길 38
136,금암점,전라북도,전주시덕진구,전라북도 전주시덕진구 조경단로 44
137,금오점,경기도,의정부시,경기도 의정부시 금신로 398
138,금왕점,충청북도,음성군,충청북도 음성군 금왕읍 탑골길 18
139,금장점,경상북도,경주시,경상북도 경주시 현곡면 금장5길 20-20
140,금촌주공점,경기도,파주시,경기도 파주시 가나무로 103 지하층(금촌동)
141,금호로타리점,서울특별시,성동구,서울특별시 성동구 무수막길 89-2
142,금호역점,서울특별시,성동구,서울특별시 성동구 독서당로 287
143,기계점,경상북도,포항시북구,경상북도 포항시북구 기계면 기계로 63-1
144,기아점,경기도,광명시,경기도 광명시 기아로 25-1
145,기업도시점(원주),강원도,원주시,강원도 원주시 지정면 신지정로295
146,기업도시점(충주),충청북도,충주시,"충청북도 충주시 중앙탑면 원앙9길 15 , 1층 112호"
147,기장점,부산광역시,기장군,부산광역시 기장군 기장읍 대라리 129-1
148,기지시점,충청남도,당진시,충청남도 당진시 송악읍 틀모시로 783-1
149,길동3점,서울특별시,강동구,"서울특별시 강동구 천호대로185길 89(길동, 1층)"
150,길음점,서울특별시,성북구,서울특별시 성북구 길음로 74 길음뉴타운5단지 2-105
151,김해내동점,경상남도,김해시,경상남도 김해시 평전로 154(내동)
152,김해중앙점,경상남도,김해시,경상남도 김해시 가락로15번길 12
153,까치산점,서울특별시,강서구,"서울특별시 강서구 강서로12길 3  (화곡동, 인터시티빌라 1층 102호)"
154,꼬꼬점,경상북도,포항시북구,경상북도 포항시북구 칠성천길 98
155,꿈.연화점,경기도,부천시원미구,경기도 부천시원미구 옥산로 86
156,낙성대1점,서울특별시,관악구,서울특별시 관악구 인헌3가길 2
157,난곡점,서울특별시,관악구,서울특별시 관악구 문성로16가길 43
158,남목점,울산광역시,동구,울산광역시 동구 동해안로 40-2(동부동)
159,남부점,강원도,원주시,강원도 원주시 남원로 617-2(명륜동)
160,남원노암점,전라북도,남원시,전라북도 남원시 노송로 1231 한신아파트상가 102호
161,남원점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 태위로 689(남원항공)
162,남창덕신점,울산광역시,울주군,울산광역시 울주군 온양읍 연안8길30
163,남촌점,경기도,오산시,경기도 오산시 성호대로 24-1(오산동)
164,남해점,경상남도,남해군,경상남도 남해군 남해읍 화전로48
165,내곡동점,강원도,강릉시,강원도 강릉시  관대길 70(내곡동)
166,내동2점,대전광역시,서구,대전광역시 서구 동서대로 977
167,내동점,경기도,부천시오정구,경기도 부천시오정구 삼작로96번길 21(내동 19-12)
168,내면점,강원도,홍천군,강원도 홍천군  내면읍 창촌로 48
169,내손동점,경기도,의왕시,"경기도 의왕시 계원대학로 26, 201호 (내손동, 주영프라자)"
170,내포1점,충청남도,홍성군,충청남도 홍성군 홍북면 애향2길 2
171,노량점,경상남도,남해군,경상남도 남해군  설천면 노량로201
172,노암점,강원도,강릉시,강원도 강릉시  노가니길 1(노암동)
173,노은반석점,대전광역시,유성구,"대전광역시 유성구 노은서로266번 77, 104호(지상1층)"
174,노학점,강원도,속초시,강원도 속초시 교동로 55(교동)
175,녹양점,경기도,의정부시,"경기도 의정부시 비우로20번길 29(가능동,지상1층)"
176,논산2점,충청남도,논산시,충청남도 논산시 계백로 1008
177,논산대교점,충청남도,논산시,충청남도 논산시 대화로133번길 9-5
178,논산주공점,충청남도,논산시,"충청남도 논산시 논산대로 348번길 7, 상가-101(취암동,주공아파트)"
179,논현동점,서울특별시,강남구,"서울특별시 강남구 강남대로128길 27(논현동, 지상1층 102호)"
180,농암점,경상북도,문경시,경상북도 문경시 농암면 청암2길 10
181,능곡점,경기도,고양시덕양구,"경기도 고양시덕양구 토당로78번길 7-10, 1층(토당동)"
182,다인점,경상북도,의성군,경상북도 의성군 다인면 서릉길 59
183,단계점,강원도,원주시,강원도 원주시 원문로 85 1층(학성동)
184,단계택지점,강원도,원주시,강원도 원주시 금불3길 34(단계동)
185,단관점,강원도,원주시,강원도 원주시 단관길 163(관설동)
186,단구점,강원도,원주시,강원도 원주시 치악로 1629 (단구동)
187,단월동점,경기도,이천시,경기도 이천시 단월로 29(단월동)
188,달동1점,울산광역시,남구,울산광역시 남구 왕생로100번길 25-1
189,달동2점,울산광역시,남구,"울산광역시 남구 번영로107번길 3, 203(달동, 주공아파트)"
190,달전점,경상북도,포항시북구,경상북도 포항시북구 흥해읍 도음로877번길 9 삼도미래타운106-106
191,답십리점,서울특별시,동대문구,"서울특별시 동대문구 전농로3길 52-2, 1층(답십리동)"
192,당감점,부산광역시,부산진구,부산광역시 부산진구 당감서로 78
193,당북점,경상북도,안동시,경상북도 안동시 대안로 65-2
194,당산동점,서울특별시,영등포구,서울특별시 영등포구 영중로 114 (영등포동8가)
195,당수동점,경기도,수원시권선구,경기도 수원시권선구 당진로 14번길 57 상가 105(당수동)
196,당진1점,충청남도,당진시,충청남도 당진시 당진중앙2로 54-5
197,당진2점,충청남도,당진시,충청남도 당진시 무수동로 195
198,당진3점,충청남도,당진시,충청남도 당진시 원당로 55
199,당진신평점,충청남도,당진시,충청남도 당진시 신평로 827
200,대강점,충청북도,단양군,충청북도 단양군 대강면 대강로 59-1
201,대고점,대전광역시,중구,"대전광역시 중구 테미로 31-1(대흥동, 1층)"
202,대광리점,경기도,연천군,경기도 연천군 신서면 도대로3번길 33
203,대구고성점,대구광역시,서구,대구광역시 서구 원대로13길 16
204,대구남산점,대구광역시,중구,대구광역시 중구 남산로2길 13(남산동)
205,대구대명점,대구광역시,남구,대구광역시 남구 두류공원로17길 48
206,대구상동점,대구광역시,수성구,대구광역시 수성구 청수로3길 87
207,대구서문점,대구광역시,서구,대구광역시 서구 국채보상로76길 45-6
208,대구송정점,대구광역시,동구,대구광역시 동구 반야월로 379
209,대구신당점,대구광역시,달서구,대구광역시 달서구 서당로7길 109
210,대구지사, ,,
211,대구지산점,대구광역시,수성구,대구광역시 수성구 용학로35길 17
212,대림동산점,경기도,안성시,경기도 안성시 공도읍 양기길 48 
213,대림역점,서울특별시,구로구,서울특별시 구로구 구로중앙로8길 17
214,대림점,서울특별시,영등포구,서울특별시 영등포구 대림로34길 14-1
215,대명계대점,대구광역시,남구,대구광역시 남구 중앙대로31길 176
216,대방동점,서울특별시,동작구,서울특별시 동작구 등용로 112-1
217,대봉점,대구광역시,중구,대구광역시 중구 동덕로6길 12-14
218,대산점,충청남도,서산시,충청남도 서산시 대산읍 구진로 61-1
219,대소점,충청북도,음성군,충청북도 음성군 대소면 오태로99번길 12-4
220,대송점,울산광역시,동구,울산광역시 동구 대송6길 24
221,대신점,경기도,여주시,경기도 여주시 대신면 여양로 1452
222,대연점,부산광역시,남구,부산광역시 남구 천제등로28번길 50
223,대우점,인천광역시,부평구,인천광역시 부평구 산청로17번길 12
224,대전옥계점,대전광역시,중구,대전광역시 중구 대종로 59(옥계동)
225,대전용문점,대전광역시,서구,대전광역시 서구 용문로 35-18
226,대전지사, ,,
227,대전터미널점,대전광역시,동구,대전광역시 동구 동서대로1695번길 106
228,대조동점,서울특별시,은평구,서울특별시 은평구 역말로9길 40-1. 1층(대조동)
229,대진점,강원도,고성군,강원도 고성군 현내면 한나루로 112-1
230,대천해수욕장점,충청남도,보령시,충청남도 보령시 해수욕장4길 68
231,대치동점,서울특별시,강남구,서울특별시 강남구 남부순환로 2917 (1층 108호)
232,대학로점,강원도,삼척시,강원도 삼척시  대학로 45(당저동)
233,대화장성점,경기도,고양시일산서구,경기도 고양시일산서구 호수로838번길 22
234,대화점(강원),강원도,평창군,강원도 평창군  대화면 대화3길 46
235,덕산점,충청북도,진천군,충청북도 진천군 덕산면 덕금로 809
236,덕절리점,경기도,화성시,경기도 화성시 정남면 발안로 1177
237,덕천점,경기도,안양시만안구,경기도 안양시만안구 덕천로128번길 18(안양동)
238,덕풍동점,경기도,하남시,"경기도 하남시 신장로 104, 1층 (신장동, 성원쌍떼빌)"
239,도계점,강원도,삼척시,"강원도 삼척시  도계읍 도계로 228, 1/3"
240,도고점,충청남도,아산시,충청남도 아산시 도고면 아산만로 162-1
241,도구점,경상북도,포항시남구,경상북도 포항시남구 동해면 일월로 116
242,도당점,경기도,부천시원미구,경기도 부천시원미구 옥산로 145
243,도련점,제주특별자치도,제주시,"제주특별자치도 제주시 삼봉로 115, 미듬하나로맨션상가 103호"
244,도림주공점,인천광역시,남동구,인천광역시 남동구 논고개로 299
245,도립대점,강원도,강릉시,강원도 강릉시  주문진읍 연주로 261-1
246,도마점,대전광역시,서구,대전광역시 서구 도마5길 4
247,도봉점,서울특별시,도봉구,"서울특별시 도봉구 도봉로164길 10(도봉동, 1층)"
248,도안지구점,대전광역시,유성구,대전광역시 유성구 원신흥남로 11번길 6-22 (102호)
249,도영점,강원도,원주시,강원도 원주시 남원로 527번길 6-34(명륜동)
250,도평점,경기도,광주시,경기도 광주시 초월읍 현산로 89-6
251,도화동점,서울특별시,마포구,서울특별시 마포구 도화2안길 10 (도화동)
252,독산1점,서울특별시,금천구,서울특별시 금천구 가산로 80
253,독산3점,서울특별시,금천구,서울특별시 금천구 독산로 319 (독산동)
254,동광양점,전라남도,광양시,전라남도 광양시 중마로 201
255,동대동점,충청남도,보령시,충청남도 보령시 작은오랏2길 60-6
256,동두천역전점,경기도,동두천시,경기도 동두천시 생연로 120(생연동)
257,동두천터미널점,경기도,동두천시,경기도 동두천시 중앙로265번길 15
258,동명동점,강원도,속초시,강원도 속초시 번영로105번길 19(동명동)
259,동명점,경상북도,칠곡군,경상북도 칠곡군 동명면 봉암1길 7
260,동삼점,부산광역시,영도구,부산광역시 영도구 태종로 688-2(동삼동)
261,동송점,강원도,철원군,강원도 철원군  동송읍 금학로 232
262,동아점,경기도,고양시일산동구,경기도 고양시일산동구 강송로 196 동아아파트상가 1-3
263,동암남점,인천광역시,부평구,인천광역시 부평구 경인로701번길 43 1층
264,동천동점,경기도,용인시수지구,경기도 용인시수지구 고기로45번길 58 동문그린아파트 상가101호
265,동천점,경상북도,경주시,경상북도 경주시 탈해로47번길 6-4
266,동촌점,대구광역시,동구,대구광역시 동구 해동로 243-1
267,동탄1점,경기도,화성시,"경기도 화성시 동탄지성로 150-9(능동,상가101호)"
268,동탄2점,경기도,화성시,경기도 화성시 동탄청계로 303-14
269,동탄목동점,경기도,화성시,경기도 화성시 목동 462-4
270,동탄반송점,경기도,화성시,"경기도 화성시 노작로3길 22,1층 일부호(반송동)"
271,동탄한백점,경기도,화성시,경기도 화성시 동탄대로24길 117
272,동탄호수공원점,경기도,화성시,경기도 화성시 산척동 727-6 110호
273,동해점,강원도,동해시,강원도 동해시  천곡2길 4(천곡동)
274,두구동점,부산광역시,금정구,부산광역시 금정구 체육공원로 618
275,두정점,충청남도,천안시서북구,충청남도 천안시서북구 부성6길 23
276,두호점,경상북도,포항시북구,경상북도 포항시북구 삼호로321번길 12 
277,둔덕점,전라남도,여수시,전라남도 여수시 만성로 20
278,둔산1점,대전광역시,서구,대전광역시 서구 둔산로 201 국화동성@상가 202호
279,둔산2점,대전광역시,서구,대전광역시 서구 둔산로218번길 29
280,뚝섬점,서울특별시,광진구,서울특별시 광진구 뚝섬로23길 50
281,레이크타운점,경기도,안산시단원구,"경기도 안산시단원구 광덕1로 195, 104호"
282,마석점,경기도,남양주시,"경기도 남양주시 화도읍 비룡로 185-20, 210(삼진상가2층)"
283,마송점,경기도,김포시,경기도 김포시 통진읍 조강로 49
284,마장점,경기도,이천시,경기도 이천시 마장면 중앙로6번길 15
285,마전역점,인천광역시,서구,인천광역시 서구 완정로 70
286,마전점,충청남도,금산군,충청남도 금산군 추부면 마전로 55
287,마천1점,서울특별시,송파구,서울특별시 송파구 마천로61길 9(마천동)
288,마평리점,경기도,용인시처인구,경기도 용인시처인구 금령로 129(마평동)
289,만년점,대전광역시,서구,대전광역시 서구 만년로16번길 27(만년동)
290,만수1점,인천광역시,남동구,"인천광역시 남동구 만수서로 97-17, 103호"
291,만수3점,인천광역시,남동구,인천광역시 남동구 백범로214번길 6-2
292,만수삼환점,인천광역시,남동구,인천광역시 남동구 소래로669번길 30 106호
293,만수주공점,인천광역시,남동구,인천광역시 남동구 장승남로34번길 22 상가 111호
294,만촌점,대구광역시,수성구,대구광역시 수성구 국채보상로 1024
295,망상점,강원도,동해시,"강원도 동해시  동해대로 6270-16, 1층 111호(망상동)"
296,망원동점,서울특별시,마포구,서울특별시 마포구 방울내로 66
297,매산점,경기도,수원시팔달구,경기도 수원시팔달구 갓매산로26번길 24
298,매송점,경기도,화성시,경기도 화성시 매송면 화성로 2358번길 37
299,매탄점,경기도,수원시영통구,경기도 수원시영통구 동수원로514번 15 103호
300,매화동점,경기도,시흥시,경기도 시흥시 매화1로 21
301,면목1점,서울특별시,중랑구,"서울특별시 중랑구 면목천로19길 16, 1층(면목동)"
302,명곡점,대구광역시,달성군,대구광역시 달성군 화원읍 비슬로 2420
303,명보점,충청북도,제천시,충청북도 제천시 용두천로 112(남천동)
304,명일점,서울특별시,강동구,서울특별시 강동구 동남로67길 44(명일동)
305,모가점,경기도,이천시,경기도 이천시 모가면 진상미로 1257(성광주택)
306,모슬포점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 상모대서로 25
307,모현점,경기도,용인시처인구,경기도 용인시처인구 모현면 외대로 36
308,목감점,경기도,시흥시,경기도 시흥시 동서로 1095
309,목동1점,서울특별시,양천구,서울특별시 양천구 목동중앙로 49
310,목동3점,서울특별시,양천구,"서울특별시 양천구 목동동로 50 A-111(신정동, 목동아파트)"
311,목동시장점,서울특별시,양천구,서울특별시 양천구  목동중앙남로10길7
312,목상석봉점,대전광역시,대덕구,"대전광역시 대덕구 대덕대로1454 11-6(목상동,1층)"
313,목행점,충청북도,충주시,충청북도 충주시 행정10길 10(목행동)
314,무거1점,울산광역시,남구,울산광역시 남구 신복로23번길 15(무거동)
315,무실점,강원도,원주시,강원도 원주시 시청로 88-1
316,무원삼보점,경기도,고양시덕양구,경기도 고양시덕양구 화신로 31 무원마을 삼보상가 102
317,무주점,전라북도,무주군,전라북도 무주군 무주읍 향학로 42
318,무지개점,경기도,성남시분당구,"경기도 성남시분당구 미금로 23 (구미동, 무지개마을)  106호"
319,묵동점,서울특별시,중랑구,서울특별시 중랑구 동일로149길 15
320,묵호점,강원도,동해시,"강원도 동해시  발한로 137(발한동, 가동)"
321,문경점,경상북도,문경시,경상북도 문경시 문경읍 주흘로 29
322,문덕점,경상북도,포항시남구,경상북도 포항시남구 오천읍 해병로 405 청호아파트상가 101호  펼치기/접기
323,문막점,강원도,원주시,강원도 원주시 문막읍 문막시장1길 55-2
324,문산점,경기도,파주시,"경기도 파주시 문산읍 문향로 82,  102호"
325,문정점,서울특별시,송파구,"서울특별시 송파구 송이로33길 6-17(문정동, 지상1층)"
326,문촌점,경기도,고양시일산서구,경기도 고양시일산서구 대산로 183
327,문학점,인천광역시,미추홀구,"인천광역시 미추홀구 승학길 4(문학동, 101호)"
328,문화동점,충청북도,충주시,충청북도 충주시 사직산1길 15-11(문화동)
329,문화점,대전광역시,중구,대전광역시 중구 보문산로161번 61
330,미금점,경기도,성남시분당구,경기도 성남시분당구 미금일로 55 상가동108호
331,미룡산북점,전라북도,군산시,전라북도 군산시 부곡로 125(미룡동)
332,미사1점,경기도,하남시,"경기도 하남시 미사강변중앙로 223, 113호 (망월동, 센트럴파크1)"
333,미아점,서울특별시,강북구,서울특별시 강북구 도봉로29길 10 1층
334,미원점,충청북도,청주시상당구,충청북도 청주시상당구 미원면 미원시내2길 19-3
335,민락점,경기도,의정부시,경기도 의정부시 오목로 99
336,밀양댐점,경상남도,밀양시,경상남도 밀양시 단장면 고례2길25-1
337,박달동점,경기도,안양시만안구,경기도 안양시만안구 박달로 471
338,반구점,울산광역시,중구,울산광역시 중구 화합로 403 (반구동)
339,반달마을점,경기도,부천시원미구,경기도 부천시원미구 상일로 69 1층
340,반송2점,부산광역시,해운대구,부산광역시 해운대구 반송로924번길 27-2
341,반월점,전라북도,전주시덕진구,전라북도 전주시덕진구 반월3길 19 (반월주공아파트상가 104호)
342,발산동점,서울특별시,강서구,서울특별시 강서구 우장산로 9(내발산동)
343,방배본점,서울특별시,서초구,서울특별시 서초구 동광로11길 25. 1층(방배동)
344,방어진점,울산광역시,동구,울산광역시 동구 화문로 75
345,방이2점,서울특별시,송파구,"서울특별시 송파구 오금로23길 25, 나동 1층 (방이동)"
346,방화1점,서울특별시,강서구,서울특별시 강서구 양천로11길 8(방화동 487-8 1층)
347,방화2점,서울특별시,강서구,"서울특별시 강서구 방화동로 116-1(방화동, 1층)"
348,배곧1점,경기도,시흥시,경기도 시흥시 서울대학로278 
349,배방점,충청남도,아산시,충청남도 아산시 배방읍 모산로 172
350,배시내점,경상북도,김천시,경상북도 김천시 감문면 배시내길14
351,백련시장점,서울특별시,서대문구,서울특별시 서대문구 증가로 135(남가좌동)
352,백사점,경기도,이천시,경기도 이천시 백사면 현방로 78-2
353,백암점,경상북도,울진군,경상북도 울진군 온정면 소태로 3
354,백양사점,전라남도,장성군,전라남도 장성군 북하면 백양로 904
355,백천점,경상북도,경산시,경상북도 경산시 백천동 경청로219길 4-6 108호 
356,백학점,경기도,연천군,경기도 연천군 백학면 백두길 69-4
357,번동점,서울특별시,강북구,서울특별시 강북구 오현로32길 4-3 1층 5호
358,범서점,울산광역시,울주군,울산광역시 울주군 범서읍 점촌5길 37
359,범어점,경상남도,양산시,경상남도 양산시 물금읍 동중5길22
360,범어B점,대구광역시,수성구,대구광역시 수성구 동대구로77길 24
361,법1동점,대전광역시,대덕구,대전광역시 대덕구 계족로 663번길 30
362,법2동점,대전광역시,대덕구,대전광역시 대덕구 계족산로17번길 81
363,법원점,경상북도,포항시북구,경상북도 포항시북구 장량중앙로 84
364,별내점,경기도,남양주시,경기도 남양주시 별내중앙로 26
365,병점점,경기도,화성시,경기도 화성시 병점로 58(병점동)
366,병천점,충청남도,천안시동남구,충청남도 천안시동남구 병천면 아우내장터2길 46
367,보개점,경기도,안성시,경기도 안성시 보개면 남사당로 1-3
368,보광2점,서울특별시,용산구,"서울특별시 용산구 장문로6길 101, 지상1층(동빙고동 1-9)"
369,보라매동점,서울특별시,관악구,서울특별시 관악구 보라매로 22 (봉천동)
370,보라점,경기도,용인시기흥구,경기도 용인시기흥구 사은로 116
371,보령웅천점,충청남도,보령시,충청남도 보령시 웅천읍 충서로 872
372,보은점,충청북도,보은군,충청북도 보은군 보은읍 삼산로 31
373,복대점,충청북도,청주시흥덕구,충청북도 청주시흥덕구 복대로 199번길 3
374,복수점,대전광역시,서구,대전광역시 서구 복수북로 61
375,본리점,대구광역시,달서구,대구광역시 달서구 대명천로42길 26
376,본오2점,경기도,안산시상록구,경기도 안산시상록구 각골로 123
377,봉곡점,경상북도,구미시,경상북도 구미시 봉곡남로9길 35
378,봉담와우리점,경기도,화성시,경기도 화성시 봉담읍 와우로15번길 55-9 효성@상가1층
379,봉담점,경기도,화성시,경기도 화성시 봉담읍 진등1길 57-1
380,봉덕2점,대구광역시,남구,대구광역시 남구 대봉로 35
381,봉동주공점,전라북도,완주군,전라북도 완주군 봉동읍 낙평리 1245 104호
382,봉산점,강원도,원주시,강원도 원주시 치악로 1867 (봉산동)
383,봉암리점,경기도,양주시,경기도 양주시 은현면 은현로 521
384,봉일천점,경기도,파주시,경기도 파주시 조리읍 두루봉로 5
385,봉천현대점,서울특별시,관악구,"서울특별시 관악구 양녕로 35-1, 1층(봉천동)"
386,봉평점,강원도,평창군,강원도 평창군  봉평면 기풍3길 28
387,봉화점,경상북도,봉화군,경상북도 봉화군 봉화읍 내성리 236-17
388,부강점,세종특별자치시,부강면,세종특별자치시  부강면 부강2길 11
389,부개주공점,인천광역시,부평구,"인천광역시 부평구 부개로 79, (부개동,부개택지개발1블럭)"
390,부곡점(안산),경기도,안산시상록구,"경기도 안산시상록구 성호로 258, 안산제2종합시장 1003호"
391,부곡점(의왕),경기도,의왕시,경기도 의왕시 솔밭길 31
392,부론점,강원도,원주시,강원도 원주시 부론면 법천시장길 66-11
393,부발점,경기도,이천시,경기도 이천시 부발읍 무촌로 137
394,부산송정점,부산광역시,해운대구,부산광역시 해운대구 송정중앙로 15-1
395,부산신평점,부산광역시,사하구,부산광역시 사하구 다대로142번길 130(신평동)
396,부산지사, ,,
397,부석점,경상북도,영주시,경상북도 영주시 부석면 소천리 381-7
398,부송점,전라북도,익산시,전라북도 익산시 부송1로 65
399,부안점,강원도,춘천시,강원도 춘천시 후석로 261(후평동)
400,부여점,충청남도,부여군,충청남도 부여군 부여읍 성왕로 173번길 12
401,부평점,인천광역시,부평구,"인천광역시 부평구 부평문화로115 번길7, 1층(부평동)"
402,북가좌1점,서울특별시,서대문구,"서울특별시 서대문구 증가로20길 71, 1층(북가좌동)"
403,북가좌2점,서울특별시,서대문구,서울특별시 서대문구 거북골로 148(북가좌동)
404,북내점,경기도,여주시,경기도 여주시 북내면  여양2로 267
405,북문점,경기도,수원시장안구,경기도 수원시장안구 팔달로259번길 9
406,북변점,경기도,김포시,"경기도 김포시 봉화로182번길 29, 113호"
407,북부점(경주),경상북도,경주시,경상북도 경주시 북성로 96
408,북부점(포항),경상북도,포항시북구,경상북도 포항시북구 삼호로 239
409,북삼점,경상북도,칠곡군,경상북도 칠곡군 북삼읍 평원2길 15
410,북평점,강원도,동해시,강원도 동해시  대동로 131(북평동)
411,분당동점,경기도,성남시분당구,경기도 성남시분당구 수내로 201
412,분평동점,충청북도,청주시서원구,충청북도 청주시서원구 청남로 2005번길 27
413,불광동점,서울특별시,은평구,서울특별시 은평구 불광로 192
414,불노지구점,인천광역시,서구,"인천광역시 서구 검단로 842, 중앙상가동 1층 153호"
415,불당점,충청남도,천안시서북구,충청남도 천안시서북구 불당5길 23
416,비래가양점,대전광역시,동구,대전광역시 동구 가양2동  31-5 1층
417,비산1동점,경기도,안양시동안구,"경기도 안양시동안구 경수대로 946, 111호 (비산동, 대광로제비앙)"
418,비산삼호점,경기도,안양시동안구,경기도 안양시동안구 동안로 259
419,비산B점,대구광역시,서구,대구광역시 서구 통학로48길 35
420,비인점,충청남도,서천군,충청남도 서천군 비인면 비인로 158-1
421,사당4점,서울특별시,동작구,서울특별시 동작구 동작대로7길 34
422,사동2점,경기도,안산시상록구,"경기도 안산시상록구 감골로 43(사동, 102호)"
423,사동리점,경기도,이천시,경기도 이천시 대월면 사동로 162
424,사동점,경기도,안산시상록구,경기도 안산시상록구 후곡4길 25
425,사북점,강원도,정선군,강원도 정선군  사북읍 사북중앙로 13
426,사우동점,강원도,춘천시,강원도 춘천시 영서로 2818(사농동)
427,사우지구점,경기도,김포시,경기도 김포시 김포대로926번 131
428,사직점,부산광역시,동래구,부산광역시 동래구 석사북로 33
429,사창동점,충청북도,청주시서원구,충청북도 청주시서원구 1순환로 698(사창동)
430,사창리점,강원도,화천군,강원도 화천군  사내면 사내로 47-1
431,산본13점,경기도,군포시,"경기도 군포시 고산로677번길 12 우성상가A동 8,9호"
432,산본3점,경기도,군포시,"경기도 군포시 광정로 25-16. 103호(금정동,퇴계종합상가)"
433,산본9점,경기도,군포시,"경기도 군포시 수리산로203번 34 , 1층(산본동)"
434,산본리점,경기도,군포시,"경기도 군포시 금산로 62, 1층 (산본동)"
435,산북점,경기도,여주시,경기도 여주시 산북면 상품로 99
436,산성점,대전광역시,중구,대전광역시 중구 보문산로 78
437,삼계점,경상남도,김해시,경상남도 김해시 가야로147번길 12-1 
